t, uk
9.850130, -0.241793
9.860130, -0.216772
9.870131, -0.118551
9.880131, -0.094861
9.890131, 0.015071
9.900131, 0.040092
9.910131, 0.135385
9.920132, 0.171852
9.930132, 0.268742
9.940132, 0.292698
9.950132, 0.385063
9.960133, 0.408753
9.970133, 0.494463
9.980133, 0.526671
9.990133, 0.610785
10.000134, 0.640863
10.010134, 0.713530
10.020134, 0.734559
10.030134, 0.805895
10.040134, 0.825060
10.050135, 0.886016
10.060135, 0.909972
10.070135, 0.970129
10.080135, 0.988495
10.090136, 1.035609
10.100136, 1.047321
10.110136, 1.087515
10.120136, 1.097630
10.130136, 1.127974
10.140137, 1.138621
10.150137, 1.161247
10.160137, 1.170031
10.170137, 1.182009
10.180138, 1.186268
10.190138, 1.190261
10.200138, 1.191592
10.210138, 1.189196
10.220139, 1.188663
10.230139, 1.173225
10.240139, 1.167103
10.250139, 1.146607
10.260139, 1.141816
10.270140, 1.112270
10.280140, 1.104550
10.290140, 1.065422
10.300140, 1.057969
10.310141, 1.015646
10.320141, 0.997546
10.330141, 0.945640
10.340141, 0.926475
10.350142, 0.871642
10.360142, 0.856736
10.370142, 0.791521
10.380142, 0.775018
10.390142, 0.707408
10.400143, 0.681056
10.410143, 0.603864
10.420143, 0.576181
10.430143, 0.499521
10.440144, 0.479557
10.450144, 0.399171
10.460144, 0.380006
10.470144, 0.296159
10.480145, 0.274065
10.490145, 0.179305
10.500145, 0.148694
10.510145, 0.059257
10.520145, 0.037697
10.530146, -0.043755
10.540146, -0.065049
10.550146, -0.149162
10.560146, -0.169126
10.570147, -0.243923
10.580147, -0.275332
10.590147, -0.361309
10.600147, -0.378344
10.610147, -0.452875
10.620148, -0.471241
10.630148, -0.535391
10.640148, -0.551096
10.650148, -0.617109
10.660149, -0.640266
10.670149, -0.692970
10.680149, -0.712934
10.690149, -0.766170
10.700150, -0.781608
10.710150, -0.818874
10.720150, -0.831917
10.730150, -0.873707
10.740150, -0.882757
10.750151, -0.920289
10.760151, -0.927476
10.770151, -0.955425
10.780151, -0.961014
10.790152, -0.981244
10.800152, -0.984971
10.810152, -0.996150
10.820152, -0.998280
10.830153, -1.001208
10.840153, -1.000409
10.850153, -0.997215
10.860153, -0.994553
10.870153, -0.985769
10.880154, -0.983107
10.890154, -0.968734
10.900154, -0.964209
10.910154, -0.944245
10.920155, -0.938389
10.930155, -0.910972
10.940155, -0.899793
10.950155, -0.865455
10.960155, -0.851880
10.970156, -0.810888
10.980156, -0.800773
10.990156, -0.760048
11.000156, -0.746472
11.010157, -0.697761
11.020157, -0.679129
11.030157, -0.625893
11.040157, -0.605663
11.050158, -0.552427
11.060158, -0.536988
11.070158, -0.477896
11.080158, -0.463256
11.090158, -0.402567
11.100159, -0.386862
11.110159, -0.322446
11.120159, -0.299555
11.130159, -0.233276
11.140160, -0.207988
11.150160, -0.140112
11.160160, -0.123609
11.170160, -0.055200
11.180161, -0.037366
11.190161, 0.030776
11.200161, 0.048876
11.210161, 0.118083
11.220161, 0.143637
11.230162, 0.221095
11.240162, 0.237599
11.250162, 0.305475
11.260162, 0.321978
11.270163, 0.384797
11.280163, 0.399969
11.290163, 0.460392
11.300163, 0.472104
11.310163, 0.535455
11.320164, 0.554886
11.330164, 0.605461
11.340164, 0.617173
11.350164, 0.665618
11.360165, 0.678128
11.370165, 0.723645
11.380165, 0.733494
11.390165, 0.773953
11.400166, 0.788327
11.410166, 0.821866
11.420166, 0.833312
11.430166, 0.861527
11.440166, 0.870045
11.450167, 0.895864
11.460167, 0.901987
11.470167, 0.920619
11.480167, 0.924612
11.490168, 0.940050
11.500168, 0.944842
11.510168, 0.954957
11.520168, 0.957885
11.530169, 0.960014
11.540169, 0.961877
11.550169, 0.957885
11.560169, 0.956820
11.570169, 0.949899
11.580170, 0.948834
11.590170, 0.931799
11.600170, 0.928605
11.610170, 0.908907
11.620171, 0.905447
11.630171, 0.879894
11.640171, 0.873239
11.650171, 0.844491
11.660172, 0.836240
11.670172, 0.803500
11.680172, 0.793917
11.690172, 0.750530
11.700172, 0.736422
11.710173, 0.690373
11.720173, 0.682387
11.730173, 0.629417
11.740173, 0.617173
11.750174, 0.562073
11.760174, 0.549031
11.770174, 0.490471
11.780174, 0.468644
11.790174, 0.399437
11.800175, 0.382934
11.810175, 0.315324
11.820175, 0.299353
11.830175, 0.231477
11.840176, 0.214175
11.850176, 0.141774
11.860176, 0.125270
11.870176, 0.050740
11.880177, 0.016136
11.890177, -0.057596
11.900177, -0.075164
11.910177, -0.149961
11.920177, -0.168594
11.930178, -0.241527
11.940178, -0.259361
11.950178, -0.331496
11.960178, -0.357582
11.970179, -0.428919
11.980179, -0.456601
11.990179, -0.523413
12.000179, -0.540182
12.010180, -0.610454
12.020180, -0.626691
12.030180, -0.694035
12.040180, -0.708142
12.050180, -0.779213
12.060181, -0.802637
12.070181, -0.865189
12.080181, -0.880095
12.090181, -0.937324
12.100182, -0.949036
12.110182, -0.998013
12.120182, -1.009193
12.130182, -1.058437
12.140182, -1.068019
12.150183, -1.107680
12.160183, -1.124716
12.170183, -1.159852
12.180183, -1.166506
12.190184, -1.191527
12.200184, -1.196318
12.210184, -1.218944
12.220184, -1.222404
12.230185, -1.233850
12.240185, -1.235979
12.250185, -1.242634
12.260185, -1.242102
12.270185, -1.240771
12.280186, -1.236778
12.290186, -1.227462
12.300186, -1.224001
12.310186, -1.205369
12.320187, -1.198182
12.330187, -1.173959
12.340187, -1.158787
12.350187, -1.124183
12.360188, -1.113802
12.370188, -1.072278
12.380188, -1.062696
12.390188, -1.013718
12.400188, -1.002272
12.410189, -0.946374
12.420189, -0.933065
12.430189, -0.868117
12.440189, -0.836176
12.450190, -0.770695
12.460190, -0.753926
12.470190, -0.675668
12.480190, -0.658100
12.490191, -0.578512
12.500191, -0.559880
12.510191, -0.470177
12.520191, -0.449148
12.530191, -0.351992
12.540192, -0.318986
12.550192, -0.227420
12.560192, -0.203197
12.570192, -0.109768
12.580193, -0.086077
12.590193, 0.011611
12.600193, 0.036366
12.610193, 0.133522
12.620193, 0.168924
12.630194, 0.279389
12.640194, 0.304144
12.650194, 0.398372
12.660194, 0.422328
12.670195, 0.517621
12.680195, 0.540779
12.690195, 0.630482
12.700195, 0.652841
12.710196, 0.741479
