t, phi
9.600124, 2.359394
9.610125, 2.359384
9.620125, 2.359259
9.630125, 2.359286
9.640125, 2.359313
9.650126, 2.359381
9.660126, 2.359412
9.670126, 2.359426
9.680126, 2.359504
9.690126, 2.359465
9.700127, 2.359499
9.710127, 2.359495
9.720127, 2.359613
9.730127, 2.359650
9.740128, 2.359674
9.750128, 2.359657
9.760128, 2.359703
9.770128, 2.359632
9.780128, 2.359551
9.790129, 2.359599
9.800129, 2.359537
9.810129, 2.359582
9.820129, 2.359513
9.830130, 2.359525
9.840130, 2.359513
9.850130, 2.359491
9.860130, 2.359464
9.870131, 2.359417
9.880131, 2.359355
9.890131, 2.359268
9.900131, 2.359301
9.910131, 2.359307
9.920132, 2.359302
9.930132, 2.359246
9.940132, 2.359259
9.950132, 2.359300
9.960133, 2.359309
9.970133, 2.359312
9.980133, 2.359341
9.990133, 2.359382
10.000134, 2.359361
10.010134, 2.359355
10.020134, 2.359379
10.030134, 2.359413
10.040134, 2.359389
10.050135, 2.359427
10.060135, 2.359440
10.070135, 2.359423
10.080135, 2.359401
10.090136, 2.359421
10.100136, 2.359429
10.110136, 2.359457
10.120136, 2.359411
10.130136, 2.359430
10.140137, 2.359501
10.150137, 2.359419
10.160137, 2.359442
10.170137, 2.359419
10.180138, 2.359520
10.190138, 2.359475
10.200138, 2.359429
10.210138, 2.359495
10.220139, 2.359485
10.230139, 2.359471
10.240139, 2.359457
10.250139, 2.359378
10.260139, 2.359416
10.270140, 2.359415
10.280140, 2.359466
10.290140, 2.359437
10.300140, 2.359416
10.310141, 2.359406
10.320141, 2.359370
10.330141, 2.359368
10.340141, 2.359414
10.350142, 2.359445
10.360142, 2.359481
10.370142, 2.359446
10.380142, 2.359423
10.390142, 2.359436
10.400143, 2.359423
10.410143, 2.359460
10.420143, 2.359450
10.430143, 2.359469
10.440144, 2.359444
10.450144, 2.359427
10.460144, 2.359419
10.470144, 2.359392
10.480145, 2.359403
10.490145, 2.359385
10.500145, 2.359335
10.510145, 2.359380
10.520145, 2.359427
10.530146, 2.359369
10.540146, 2.359494
10.550146, 2.359387
10.560146, 2.359426
10.570147, 2.359468
10.580147, 2.359480
10.590147, 2.359493
10.600147, 2.359498
10.610147, 2.359496
10.620148, 2.359441
10.630148, 2.359375
10.640148, 2.359477
10.650148, 2.359420
10.660149, 2.359422
10.670149, 2.359425
10.680149, 2.359481
10.690149, 2.359470
10.700150, 2.359429
10.710150, 2.359441
10.720150, 2.359540
10.730150, 2.359519
10.740150, 2.359515
10.750151, 2.359601
10.760151, 2.359575
10.770151, 2.359584
10.780151, 2.359624
10.790152, 2.359651
10.800152, 2.359579
10.810152, 2.359617
10.820152, 2.359529
10.830153, 2.359549
10.840153, 2.359512
10.850153, 2.359521
10.860153, 2.359496
10.870153, 2.359492
10.880154, 2.359421
10.890154, 2.359508
10.900154, 2.359634
10.910154, 2.359543
10.920155, 2.359610
10.930155, 2.359556
10.940155, 2.359589
10.950155, 2.359598
10.960155, 2.359667
10.970156, 2.359617
10.980156, 2.359643
10.990156, 2.359586
11.000156, 2.359468
11.010157, 2.359572
11.020157, 2.359473
11.030157, 2.359475
11.040157, 2.359396
11.050158, 2.359405
11.060158, 2.359344
11.070158, 2.359303
11.080158, 2.359375
11.090158, 2.359295
11.100159, 2.359383
11.110159, 2.359337
11.120159, 2.359439
11.130159, 2.359421
11.140160, 2.359426
11.150160, 2.359403
11.160160, 2.359393
11.170160, 2.359398
11.180161, 2.359283
11.190161, 2.359383
11.200161, 2.359419
11.210161, 2.359373
11.220161, 2.359361
11.230162, 2.359358
11.240162, 2.359365
11.250162, 2.359296
11.260162, 2.359324
11.270163, 2.359340
11.280163, 2.359258
11.290163, 2.359347
11.300163, 2.359308
11.310163, 2.359367
11.320164, 2.359341
11.330164, 2.359284
11.340164, 2.359202
11.350164, 2.359016
11.360165, 2.359052
11.370165, 2.359090
11.380165, 2.359065
11.390165, 2.359133
11.400166, 2.359136
11.410166, 2.359167
11.420166, 2.359153
11.430166, 2.359228
11.440166, 2.359232
11.450167, 2.359185
11.460167, 2.359274
11.470167, 2.359250
11.480167, 2.359274
11.490168, 2.359274
11.500168, 2.359280
11.510168, 2.359313
11.520168, 2.359197
11.530169, 2.359129
11.540169, 2.359240
11.550169, 2.359182
11.560169, 2.359262
11.570169, 2.359272
11.580170, 2.359331
11.590170, 2.359358
11.600170, 2.359135
11.610170, 2.359169
11.620171, 2.359264
11.630171, 2.359137
11.640171, 2.359222
11.650171, 2.359118
11.660172, 2.359128
11.670172, 2.359077
11.680172, 2.359089
11.690172, 2.359148
11.700172, 2.359229
11.710173, 2.359148
11.720173, 2.359329
11.730173, 2.359259
11.740173, 2.359277
11.750174, 2.359282
11.760174, 2.359273
11.770174, 2.359356
11.780174, 2.359272
11.790174, 2.359091
11.800175, 2.359180
11.810175, 2.359179
11.820175, 2.359215
11.830175, 2.359255
11.840176, 2.359256
11.850176, 2.359358
11.860176, 2.359311
11.870176, 2.359037
11.880177, 2.359159
11.890177, 2.359280
11.900177, 2.359295
11.910177, 2.359385
11.920177, 2.359279
11.930178, 2.359308
11.940178, 2.359264
11.950178, 2.359208
11.960178, 2.359358
11.970179, 2.359560
11.980179, 2.359474
11.990179, 2.359547
12.000179, 2.359526
12.010180, 2.359478
12.020180, 2.359499
12.030180, 2.359444
12.040180, 2.359364
12.050180, 2.359574
12.060181, 2.359455
12.070181, 2.359348
12.080181, 2.359434
12.090181, 2.359360
12.100182, 2.359473
12.110182, 2.359542
12.120182, 2.359219
12.130182, 2.358921
