t, phi
4.560009, -0.205702
4.570010, -0.208229
4.580010, -0.210329
4.590010, -0.211815
4.600010, -0.212845
4.610011, -0.213798
4.620011, -0.214069
4.630011, -0.213881
4.640011, -0.213118
4.650012, -0.212043
4.660012, -0.210484
4.670012, -0.208485
4.680012, -0.206270
4.690012, -0.203458
4.700013, -0.200043
4.710013, -0.196232
4.720013, -0.192023
4.730013, -0.187162
4.740014, -0.182240
4.750014, -0.176931
4.760014, -0.171250
4.770014, -0.164671
4.780015, -0.158020
4.790015, -0.151085
4.800015, -0.144020
4.810015, -0.136355
4.820015, -0.128495
4.830016, -0.120219
4.840016, -0.111946
4.850016, -0.103380
4.860016, -0.094622
4.870017, -0.085476
4.880017, -0.076063
4.890017, -0.066542
4.900017, -0.057000
4.910017, -0.047066
4.920018, -0.037328
4.930018, -0.027525
4.940018, -0.017508
4.950018, -0.007436
4.960019, 0.002677
4.970019, 0.012742
4.980019, 0.022713
4.990019, 0.032609
5.000020, 0.042277
5.010020, 0.051791
5.020020, 0.061410
5.030020, 0.070678
5.040020, 0.079957
5.050021, 0.088942
5.060021, 0.097796
5.070021, 0.106284
5.080021, 0.114500
5.090022, 0.122337
5.100022, 0.129865
5.110022, 0.136876
5.120022, 0.143739
5.130023, 0.149984
5.140023, 0.156259
5.150023, 0.161851
5.160023, 0.167284
5.170023, 0.172151
5.180024, 0.176532
5.190024, 0.180122
5.200024, 0.183490
5.210024, 0.186143
5.220025, 0.188870
5.230025, 0.190644
5.240025, 0.192261
5.250025, 0.193154
5.260026, 0.193591
5.270026, 0.193177
5.280026, 0.192735
5.290026, 0.191502
5.300026, 0.190128
5.310027, 0.187772
5.320027, 0.185133
5.330027, 0.181684
5.340027, 0.178235
5.350028, 0.173986
5.360028, 0.169556
5.370028, 0.164582
5.380028, 0.159392
5.390028, 0.153483
5.400029, 0.147439
5.410029, 0.140857
5.420029, 0.134077
5.430029, 0.126667
5.440030, 0.119325
5.450030, 0.111363
5.460030, 0.103271
5.470030, 0.094652
5.480031, 0.085912
5.490031, 0.076973
5.500031, 0.068118
5.510031, 0.058736
5.520031, 0.049434
5.530032, 0.039926
5.540032, 0.030462
5.550032, 0.020881
5.560032, 0.011266
5.570033, 0.001533
5.580033, -0.008116
5.590033, -0.017769
5.600033, -0.027360
5.610034, -0.036949
5.620034, -0.046386
5.630034, -0.055779
5.640034, -0.064938
5.650034, -0.073853
5.660035, -0.082651
5.670035, -0.091147
5.680035, -0.099483
5.690035, -0.107400
5.700036, -0.115168
5.710036, -0.122493
5.720036, -0.129603
5.730036, -0.136362
5.740036, -0.142863
5.750037, -0.148698
5.760037, -0.154410
5.770037, -0.159574
5.780037, -0.164428
5.790038, -0.168661
5.800038, -0.172691
5.810038, -0.175997
5.820038, -0.179206
5.830039, -0.181531
5.840039, -0.183603
5.850039, -0.185028
5.860039, -0.186365
5.870039, -0.186843
5.880040, -0.187008
5.890040, -0.186436
5.900040, -0.185762
5.910040, -0.184248
5.920041, -0.182505
5.930041, -0.180047
5.940041, -0.177615
5.950041, -0.174459
5.960042, -0.171145
5.970042, -0.167143
5.980042, -0.162851
5.990042, -0.158002
6.000042, -0.153239
6.010043, -0.147973
6.020043, -0.142430
6.030043, -0.136384
6.040043, -0.129998
6.050044, -0.123241
6.060044, -0.116242
6.070044, -0.108894
6.080044, -0.101602
6.090044, -0.094044
6.100045, -0.086448
6.110045, -0.078641
6.120045, -0.070588
6.130045, -0.062325
6.140046, -0.053873
6.150046, -0.045448
6.160046, -0.036878
6.170046, -0.028181
6.180047, -0.019580
6.190047, -0.011096
6.200047, -0.002662
6.210047, 0.005712
6.220047, 0.014069
6.230048, 0.022307
6.240048, 0.030640
6.250048, 0.038746
6.260048, 0.046930
6.270049, 0.054782
6.280049, 0.062517
6.290049, 0.070038
6.300049, 0.077368
6.310050, 0.084357
6.320050, 0.091193
6.330050, 0.097603
6.340050, 0.103985
6.350050, 0.110005
6.360051, 0.116037
6.370051, 0.121625
6.380051, 0.126925
6.390051, 0.131746
6.400052, 0.136218
6.410052, 0.140246
6.420052, 0.144212
6.430052, 0.147613
6.440053, 0.151105
6.450053, 0.153868
6.460053, 0.156601
6.470053, 0.158564
6.480053, 0.160236
6.490054, 0.161407
6.500054, 0.162607
6.510054, 0.163072
6.520054, 0.163525
6.530055, 0.163374
6.540055, 0.163158
6.550055, 0.162276
6.560055, 0.161030
6.570055, 0.159279
6.580056, 0.157528
6.590056, 0.155180
6.600056, 0.152818
6.610056, 0.149930
6.620057, 0.146866
6.630057, 0.143452
6.640057, 0.139743
6.650057, 0.135722
6.660058, 0.131323
6.670058, 0.126456
6.680058, 0.121657
6.690058, 0.116416
6.700058, 0.111274
6.710059, 0.105621
6.720059, 0.100011
6.730059, 0.093986
6.740059, 0.088119
6.750060, 0.082027
6.760060, 0.075883
6.770060, 0.069563
6.780060, 0.063249
6.790061, 0.056684
6.800061, 0.050257
6.810061, 0.043496
6.820061, 0.036974
6.830061, 0.029983
6.840062, 0.023264
6.850062, 0.016476
6.860062, 0.009780
6.870062, 0.002979
6.880063, -0.003701
6.890063, -0.010368
6.900063, -0.016980
6.910063, -0.023443
6.920063, -0.029825
6.930064, -0.036240
6.940064, -0.042446
6.950064, -0.048579
6.960064, -0.054564
6.970065, -0.060222
6.980065, -0.065751
6.990065, -0.071248
7.000065, -0.076584
7.010066, -0.081550
7.020066, -0.086487
7.030066, -0.090924
7.040066, -0.095199
7.050066, -0.099335
7.060067, -0.103264
7.070067, -0.106657
7.080067, -0.109934
7.090067, -0.112957
7.100068, -0.115758
7.110068, -0.118138
7.120068, -0.120452
7.130068, -0.122051
7.140069, -0.123508
7.150069, -0.124783
7.160069, -0.125968
7.170069, -0.126350
7.180069, -0.126585
7.190070, -0.126574
7.200070, -0.126460
7.210070, -0.125584
7.220070, -0.124537
7.230071, -0.123233
7.240071, -0.121757
7.250071, -0.119679
7.260071, -0.117498
7.270072, -0.114913
7.280072, -0.112212
7.290072, -0.109043
7.300072, -0.105684
7.310072, -0.101928
7.320073, -0.098101
7.330073, -0.094002
7.340073, -0.089697
7.350073, -0.085110
7.360074, -0.080314
7.370074, -0.075240
7.380074, -0.069996
7.390074, -0.064554
7.400074, -0.058987
7.410075, -0.053137
7.420075, -0.047116
7.430075, -0.040998
7.440075, -0.034733
7.450076, -0.028299
7.460076, -0.021665
7.470076, -0.014922
7.480076, -0.008144
7.490077, -0.001152
7.500077, 0.006022
7.510077, 0.013097
7.520077, 0.020306
7.530077, 0.027392
7.540078, 0.034556
7.550078, 0.041660
7.560078, 0.048752
7.570078, 0.055787
7.580079, 0.063052
7.590079, 0.070146
7.600079, 0.077136
7.610079, 0.083963
7.620080, 0.090900
7.630080, 0.097691
7.640080, 0.104326
7.650080, 0.110798
7.660080, 0.117287
7.670081, 0.123332
7.680081, 0.129366
7.690081, 0.135072
7.700081, 0.140841
7.710082, 0.146192
7.720082, 0.151293
7.730082, 0.156410
7.740082, 0.161022
