t, ur
3.919997, -11.944214
3.929997, -12.991821
3.939997, -13.511475
3.949997, -13.035400
3.959997, -13.042358
3.969997, -16.653687
3.979997, -16.149292
3.989997, -15.682373
3.999997, -15.179810
4.009997, -15.730713
4.019997, -15.237671
4.029997, -15.790161
4.039998, -15.287964
4.049998, -15.849243
4.059998, -15.348633
4.069998, -15.391235
4.079998, -15.406372
4.089999, -15.964478
4.099999, -15.470825
4.109999, -16.026001
4.119999, -16.035767
4.130000, -16.078979
4.140000, -16.088501
4.150000, -16.131104
4.160000, -16.144897
4.170001, -15.163818
4.180001, -16.194702
4.190001, -12.655884
4.200001, -13.177246
4.210001, -12.702026
4.220002, -13.730957
4.230002, -13.765015
4.240002, -11.727417
4.250002, -11.244385
4.260003, -10.742554
4.270003, -11.279297
4.280003, -11.286133
4.290003, -10.793701
4.300004, -8.242065
4.310004, -8.259399
4.320004, -7.751465
4.330004, -8.780762
4.340004, -7.770386
4.350005, -5.726074
4.360005, -5.211914
4.370005, -5.727905
4.380005, -5.722656
4.390006, -5.714600
4.400006, -6.221436
4.410006, -6.212158
4.420006, -5.695190
4.430007, -1.075928
4.440007, -0.561768
4.450007, -0.537476
4.460007, -1.037354
4.470007, -1.006714
4.480008, 1.555786
4.490008, 2.100708
4.500008, 1.096069
4.510008, 4.711426
4.520009, 3.698608
4.530009, 4.256958
4.540009, 7.343018
4.550009, 7.391479
4.560009, 7.403442
4.570010, 10.017456
4.580010, 10.028320
4.590010, 10.086670
4.600010, 10.107178
4.610011, 12.729492
4.620011, 11.719116
4.630011, 12.815552
4.640011, 12.320068
4.650012, 12.386108
4.660012, 12.914307
4.670012, 12.985352
4.680012, 11.987793
4.690012, 16.657043
4.700013, 15.649780
4.710013, 15.720581
4.720013, 15.745056
4.730013, 16.322998
4.740014, 15.829468
4.750014, 15.897827
4.760014, 15.401489
4.770014, 19.047363
4.780015, 18.554382
4.790015, 16.062622
4.800015, 15.572388
4.810015, 16.139832
4.820015, 15.643188
4.830016, 16.207153
4.840016, 15.709717
4.850016, 16.271057
4.860016, 16.288330
4.870017, 15.819946
4.880017, 16.346375
4.890017, 16.384155
4.900017, 15.881714
4.910017, 15.913635
4.920018, 16.432068
4.930018, 16.457642
4.940018, 13.907715
4.950018, 17.504028
4.960019, 16.485291
4.970019, 16.497314
4.980019, 15.990540
4.990019, 13.437256
5.000020, 14.458374
5.010020, 13.432495
5.020020, 13.430908
5.030020, 13.928955
5.040020, 14.435547
5.050021, 14.415039
5.060021, 12.875977
5.070021, 13.871704
5.080021, 13.864746
5.090022, 13.319092
5.100022, 13.821899
5.110022, 13.783569
5.120022, 13.766602
5.130023, 13.720215
5.140023, 13.706909
5.150023, 13.657227
5.160023, 13.125366
5.170023, 13.066772
5.180024, 13.054565
5.190024, 12.990845
5.200024, 13.477539
5.210024, 15.454956
5.220025, 15.948669
5.230025, 12.300537
5.240025, 12.272827
5.250025, 16.287598
5.260026, 15.758911
5.270026, 16.193909
5.280026, 15.140381
5.290026, 16.082886
5.300026, 15.041626
5.310027, 15.473267
5.320027, 15.453369
5.330027, 15.362061
5.340027, 15.341797
5.350028, 17.822876
5.360028, 17.804810
5.370028, 17.729492
5.380028, 17.701233
5.390028, 17.635498
5.400029, 17.107422
5.410029, 18.062256
5.420029, 19.570435
5.430029, 17.462463
5.440030, 17.958435
5.450030, 19.430420
5.460030, 19.921753
5.470030, 20.378784
5.480031, 16.788025
5.490031, 22.362366
5.500031, 19.288269
5.510031, 19.757263
5.520031, 20.258179
5.530032, 19.207092
5.540032, 20.221985
5.550032, 18.663208
5.560032, 22.232239
5.570033, 22.211975
5.580033, 19.652405
5.590033, 22.707092
5.600033, 22.704956
5.610034, 19.634521
5.620034, 19.123474
5.630034, 22.708374
5.640034, 22.201355
5.650034, 19.661682
5.660035, 19.154663
5.670035, 22.243408
5.680035, 19.697083
5.690035, 22.793030
5.700036, 21.779419
5.710036, 20.280273
5.720036, 19.778015
5.730036, 22.373047
5.740036, 22.390625
5.750037, 19.883423
5.760037, 19.896179
5.770037, 19.951050
5.780037, 19.971008
5.790038, 20.030640
5.800038, 20.046082
5.810038, 17.554321
5.820038, 17.570801
5.830039, 19.682190
5.840039, 20.729614
5.850039, 18.242676
5.860039, 17.749451
5.870039, 17.821045
5.880040, 18.359009
5.890040, 18.430359
5.900040, 18.448730
5.910040, 18.011597
5.920041, 18.550964
5.930041, 15.556030
5.940041, 15.574463
5.950041, 15.647095
5.960042, 15.153931
5.970042, 15.741577
5.980042, 15.758362
5.990042, 15.312622
6.000042, 16.862488
6.010043, 15.902405
6.020043, 16.435059
6.030043, 15.982239
6.040043, 15.996338
6.050044, 16.051147
6.060044, 16.071655
6.070044, 13.053467
6.080044, 13.065186
6.090044, 16.686035
6.100045, 16.185852
6.110045, 13.162842
6.120045, 13.170044
6.130045, 13.711792
6.140046, 13.206787
6.150046, 13.745850
6.160046, 14.265503
6.170046, 14.285156
6.180047, 14.800903
6.190047, 13.792114
6.200047, 13.796631
6.210047, 13.804688
6.220047, 13.805176
6.230048, 13.295410
6.240048, 13.804688
6.250048, 13.800903
6.260048, 12.776978
6.270049, 13.785767
6.280049, 13.781982
6.290049, 13.761230
6.300049, 13.754395
6.310050, 13.733032
6.320050, 13.726929
6.330050, 13.697632
6.340050, 14.195435
6.350050, 13.652344
6.360051, 13.644653
6.370051, 13.606323
6.380051, 13.597534
6.390051, 14.061523
6.400052, 13.028687
6.410052, 16.049316
6.420052, 13.480469
6.430052, 12.919556
6.440053, 12.901489
6.450053, 15.917297
6.460053, 15.903992
6.470053, 13.293579
6.480053, 13.273071
6.490054, 15.773254
6.500054, 15.759155
6.510054, 15.703552
6.520054, 15.688599
6.530055, 13.577393
6.540055, 12.542847
6.550055, 16.062683
6.560055, 15.026489
6.570055, 13.435181
6.580056, 12.391235
6.590056, 15.401978
6.600056, 15.388062
6.610056, 12.777954
6.620057, 13.270752
6.630057, 12.706665
6.640057, 12.695679
6.650057, 12.645996
6.660058, 12.635010
6.670058, 13.091797
6.680058, 12.567993
6.690058, 12.525635
6.700058, 12.514526
6.710059, 12.474854
6.720059, 12.459595
6.730059, 12.423462
6.740059, 12.927124
6.750060, 11.872681
6.760060, 11.352661
6.770060, 12.855469
6.780060, 12.850464
6.790061, 12.825439
6.800061, 11.798096
6.810061, 9.735596
6.820061, 10.754150
6.830061, 9.203979
6.840062, 9.202637
6.850062, 9.191772
6.860062, 10.211426
6.870062, 8.675293
6.880063, 9.186890
6.890063, 9.698608
6.900063, 9.698608
6.910063, 7.150635
6.920063, 6.130371
6.930064, 9.713745
6.940064, 9.715820
6.950064, 7.178589
6.960064, 6.670776
6.970065, 7.710938
6.980065, 7.208862
6.990065, 6.718628
7.000065, 6.723511
7.010066, 6.751099
7.020066, 6.757324
7.030066, 6.785522
7.040066, 6.797729
7.050066, 6.829468
7.060067, 7.348633
7.070067, 7.385620
7.080067, 3.822876
7.090067, 4.880615
7.100068, 2.845703
7.110068, 3.910767
7.120068, 4.437378
7.130068, 5.500122
7.140069, 3.979370
7.150069, 5.048096
7.160069, 5.058472
7.170069, 5.104004
7.180069, 4.612793
7.190070, 4.661255
7.200070, 4.671631
7.210070, 4.720337
7.220070, 5.250610
7.230071, 4.787720
7.240071, 5.310059
7.250071, 5.358765
7.260071, 4.349365
7.270072, 5.427124
7.280072, 5.439331
7.290072, 5.484619
7.300072, 5.494995
7.310072, 5.033691
7.320073, 1.984253
7.330073, 2.536377
7.340073, 2.035156
7.350073, 2.587524
7.360074, 2.091553
7.370074, 3.152100
7.380074, 2.651367
7.390074, 3.200317
7.400074, 2.697144
7.410075, 3.243164
7.420075, 2.227905
7.430075, 3.281738
7.440075, 2.777832
7.450076, 2.807129
7.460076, 1.284546
7.470076, 2.845947
7.480076, 2.851807
7.490077, 2.875488
7.500077, 2.372070
7.510077, 2.903687
7.520077, 2.907715
7.530077, 2.920288
7.540078, 2.922363
7.550078, 2.931152
7.560078, 2.420044
7.570078, -0.130981
7.580079, -0.132080
7.590079, 0.894287
7.600079, 0.894043
7.610079, 0.376953
7.620080, 0.374268
7.630080, -1.673218
7.640080, -1.166382
7.650080, -1.691040
7.660080, -7.318115
7.670081, -6.816162
7.680081, -7.337036
7.690081, -7.356689
7.700081, -6.851318
7.710082, -9.938232
7.720082, -9.434570
7.730082, -11.505249
7.740082, -12.537476
7.750082, -12.569092
7.760083, -12.578369
7.770083, -14.656006
7.780083, -15.183472
7.790083, -14.709229
7.800084, -15.231689
