t, phi
12.190184, -0.018035
12.200184, -0.017201
12.210184, -0.024072
12.220184, -0.021369
12.230185, -0.013141
12.240185, -0.012121
12.250185, -0.027474
12.260185, -0.027792
12.270185, -0.016686
12.280186, -0.011466
12.290186, -0.017479
12.300186, -0.017147
12.310186, -0.013274
12.320187, -0.011746
12.330187, -0.010124
12.340187, -0.008970
12.350187, -0.013087
12.360188, -0.016595
12.370188, -0.010167
12.380188, -0.026992
12.390188, -0.018483
12.400188, -0.024449
12.410189, -0.018946
12.420189, -0.026140
12.430189, -0.016291
12.440189, -0.016505
12.450190, -0.021760
12.460190, -0.029024
12.470190, -0.022804
12.480190, -0.024127
12.490191, -0.024179
12.500191, -0.017444
12.510191, -0.011896
12.520191, -0.024549
12.530191, -0.020066
12.540192, -0.014536
12.550192, -0.025950
12.560192, -0.015851
12.570192, -0.017685
12.580193, -0.027285
12.590193, -0.025580
12.600193, -0.013131
12.610193, -0.021464
12.620193, -0.023350
12.630194, -0.034337
12.640194, -0.016307
12.650194, -0.018254
12.660194, -0.017927
12.670195, -0.020080
12.680195, -0.009315
12.690195, -0.013745
12.700195, -0.013127
12.710196, -0.022188
